target_id	length	eff_length	est_counts	tpm
lcl|NW_022170249.1_mrna_XM_031477127.1_141	3038	2771.36	17.1121	0.140774
lcl|NW_022170249.1_mrna_XM_031477065.1_142	3094	2827.36	16.2012	0.130641
lcl|NW_022170249.1_mrna_XM_031473328.1_143	1072	805.359	5.5	0.155699
lcl|NW_022170249.1_miscrna_XR_004143158.1_144	694	427.477	2	0.106667
lcl|NW_022170249.1_mrna_XM_031473326.1_145	1979	1712.36	1	0.0133143
lcl|NW_022170249.1_mrna_XM_031473327.1_146	824	557.42	0	0
lcl|NW_022170249.1_mrna_XM_031473812.1_147	1072	805.359	5.5	0.155699
lcl|NW_022170249.1_miscrna_XR_004143254.1_148	511	245.059	0	0
lcl|NW_022170249.1_mrna_XM_031473811.1_149	1830	1563.36	0	0
lcl|NW_022170249.1_miscrna_XR_004142850.1_150	2973	2706.36	4.40775	0.0371316
lcl|NW_022170249.1_miscrna_XR_004142849.1_151	3028	2761.36	0	0
lcl|NW_022170249.1_mrna_XM_031471749.1_152	3078	2811.36	0	0
lcl|NW_022170249.1_mrna_XM_031471896.1_153	2914	2647.36	4.4871	0.0386425
lcl|NW_022170249.1_mrna_XM_031471897.1_154	2911	2644.36	1.49658	0.012903
lcl|NW_022170249.1_mrna_XM_031472530.1_155	987	720.359	4	0.126597
lcl|NW_022170249.1_mrna_XM_031473087.1_156	2871	2604.36	16.8516	0.147521
lcl|NW_022170249.1_ncrna_XR_004142895.1_157	1010	743.359	0	0
lcl|NW_022170249.1_ncrna_XR_004143217.1_158	880	613.406	5.17588	0.192375
lcl|NW_022170249.1_ncrna_XR_004144778.1_159	6788	6521.36	156.391	0.546747
lcl|NW_022170249.1_ncrna_XR_004144777.1_160	6209	5942.36	362.571	1.39106
lcl|NW_022170249.1_mrna_XM_031484383.1_161	1510	1243.36	2.50917	0.0460094
lcl|NW_022170249.1_mrna_XM_031484393.1_162	1489	1222.36	28.3666	0.529078
lcl|NW_022170249.1_mrna_XM_031484370.1_163	3800	3533.36	414.011	2.67138
lcl|NW_022170249.1_miscrna_XR_004144775.1_164	1494	1227.36	0	0
lcl|NW_022170249.1_mrna_XM_031484406.1_165	1236	969.359	17.9699	0.422641
lcl|NW_022170249.1_mrna_XM_031484420.1_166	2514	2247.36	0.00110151	1.11745e-05
lcl|NW_022170249.1_mrna_XM_031492916.1_167	1957	1690.36	0	0
lcl|NW_022170249.1_mrna_XM_031492937.1_168	1187	920.359	0	0
lcl|NW_022170249.1_mrna_XM_031472563.1_169	1047	780.359	6.75294	0.197292
lcl|NW_022170249.1_mrna_XM_031492969.1_170	1199	932.359	0	0
lcl|NW_022170249.1_mrna_XM_031492926.1_171	1686	1419.36	346.603	5.56739
lcl|NW_022170249.1_mrna_XM_031492957.1_172	1100	833.359	0.000659321	1.80375e-05
lcl|NW_022170249.1_mrna_XM_031492949.1_173	1097	830.359	105.754	2.90365
lcl|NW_022170249.1_mrna_XM_031472579.1_174	1323	1056.36	0	0
lcl|NW_022170249.1_mrna_XM_031471360.1_175	1616	1349.36	194.242	3.28191
lcl|NW_022170249.1_mrna_XM_031471359.1_176	1625	1358.36	862.758	14.4806
lcl|NW_022170249.1_mrna_XM_031472947.1_177	886	619.391	0	0
lcl|NW_022170249.1_mrna_XM_031472948.1_178	826	559.42	4.01625	0.16368
lcl|NW_022170249.1_mrna_XM_031493434.1_179	1616	1349.36	194.242	3.28191
lcl|NW_022170249.1_mrna_XM_031493426.1_180	1625	1358.36	862.758	14.4806
lcl|NW_022170249.1_mrna_XM_031493407.1_181	6416	6149.36	0	0
lcl|NW_022170249.1_miscrna_XR_004146288.1_182	6415	6148.36	0	0
lcl|NW_022170249.1_miscrna_XR_004146291.1_183	6379	6112.36	0	0
lcl|NW_022170249.1_mrna_XM_031493399.1_184	6471	6204.36	0	0
lcl|NW_022170249.1_mrna_XM_031493415.1_185	5871	5604.36	0	0
lcl|NW_022170249.1_miscrna_XR_004143539.1_186	2942	2675.36	0	0
lcl|NW_022170249.1_mrna_XM_031476046.1_187	1840	1573.36	0	0
lcl|NW_022170249.1_mrna_XM_031482759.1_188	1049	782.359	0.365796	0.0106597
lcl|NW_022170249.1_mrna_XM_031482772.1_189	1168	901.359	0.5	0.0126469
lcl|NW_022170249.1_mrna_XM_031472627.1_190	869	602.406	0	0
lcl|NW_022170249.1_mrna_XM_031472631.1_191	3774	3507.36	14	0.0910038
lcl|NW_022170249.1_mrna_XM_031472354.1_192	3052	2785.36	0	0
lcl|NW_022170249.1_mrna_XM_031472356.1_193	950	683.359	0	0
lcl|NW_022170249.1_mrna_XM_031473739.1_194	1612	1345.36	0.969082	0.0164223
lcl|NW_022170249.1_mrna_XM_031472780.1_195	5694	5427.36	0	0
lcl|NW_022170249.1_mrna_XM_031472779.1_196	4490	4223.36	0	0
lcl|NW_022170249.1_mrna_XM_031472446.1_197	955	688.359	27659	916.08
lcl|NW_022170249.1_mrna_XM_031472656.1_198	4011	3744.36	118	0.718483
lcl|NW_022170249.1_mrna_XM_031472660.1_199	957	690.359	59	1.94845
lcl|NW_022170249.1_mrna_XM_031491606.1_200	854	587.406	0	0
lcl|NW_022170249.1_mrna_XM_031472668.1_201	780	513.433	1.25	0.0555058
lcl|NW_022170249.1_mrna_XM_031491583.1_202	1350	1083.36	1318	27.7367
lcl|NW_022170249.1_mrna_XM_031491594.1_203	644	377.507	585	35.3299
lcl|NW_022170249.1_mrna_XM_031473304.1_204	1318	1051.36	481.812	10.4481
lcl|NW_022170249.1_mrna_XM_031473305.1_205	1289	1022.36	263.688	5.8803
lcl|NW_022170249.1_mrna_XM_031497077.1_206	3933	3666.36	409.304	2.54521
lcl|NW_022170249.1_mrna_XM_031482255.1_207	2116	1849.36	0	0
lcl|NW_022170249.1_ncrna_XR_004144654.1_208	1031	764.359	0	0
lcl|NW_022170249.1_mrna_XM_031483382.1_209	1181	914.359	6	0.149605
lcl|NW_022170249.1_mrna_XM_031483373.1_210	1177	910.359	0	0
lcl|NW_022170249.1_mrna_XM_031483388.1_211	1174	907.359	0	0
lcl|NW_022170249.1_mrna_XM_031482691.1_212	1800	1533.36	0	0
lcl|NW_022170249.1_mrna_XM_031482698.1_213	1869	1602.36	0	0
lcl|NW_022170249.1_mrna_XM_031496153.1_214	4380	4113.36	611.792	3.39093
lcl|NW_022170249.1_ncrna_XR_004146632.1_215	463	197.727	1	0.115305
lcl|NW_022170249.1_ncrna_XR_004146634.1_216	888	621.391	0	0
lcl|NW_022170249.1_ncrna_XR_004143078.1_217	874	607.406	0	0
lcl|NW_022170249.1_mrna_XM_031472842.1_218	1140	873.359	2.25921	0.058976
lcl|NW_022170249.1_mrna_XM_031473375.1_219	1286	1019.36	19.3526	0.432836
lcl|NW_022170249.1_mrna_XM_031471614.1_220	3136	2869.36	24.4584	0.194337
lcl|NW_022170249.1_ncrna_XR_004143176.1_221	715	448.444	0	0
lcl|NW_022170249.1_ncrna_XR_004143096.1_222	753	486.433	34	1.59356
lcl|NW_022170249.1_ncrna_XR_004143153.1_223	539	272.82	5	0.417836
lcl|NW_022170249.1_mrna_XM_031472149.1_224	2616	2349.36	0	0
lcl|NW_022170249.1_mrna_XM_031482790.1_225	2400	2133.36	19.9205	0.212886
lcl|NW_022170249.1_ncrna_XR_004144529.1_226	558	291.693	2	0.15632
lcl|NW_022170249.1_mrna_XM_031471573.1_227	4986	4719.36	24.1112	0.116479
lcl|NW_022170249.1_mrna_XM_031472826.1_228	848	581.406	1	0.0392132
lcl|NW_022170249.1_miscrna_XR_004143177.1_229	820	553.42	2.0109	0.0828415
lcl|NW_022170249.1_mrna_XM_031473470.1_230	884	617.391	0	0
lcl|NW_022170249.1_mrna_XM_031472238.1_231	1450	1183.36	0	0
lcl|NW_022170249.1_mrna_XM_031472239.1_232	1403	1136.36	0	0
lcl|NW_022170249.1_mrna_XM_031472240.1_233	1397	1130.36	0	0
lcl|NW_022170249.1_mrna_XM_031472237.1_234	3359	3092.36	0	0
lcl|NW_022170249.1_mrna_XM_031472236.1_235	3416	3149.36	0	0
lcl|NW_022170249.1_mrna_XM_031472368.1_236	1041	774.359	0	0
lcl|NW_022170249.1_mrna_XM_031472367.1_237	844	577.406	3	0.118455
lcl|NW_022170249.1_mrna_XM_031473523.1_238	1446	1179.36	0	0
lcl|NW_022170249.1_mrna_XM_031473525.1_239	1112	845.359	4.53791	0.122385
lcl|NW_022170249.1_mrna_XM_031473524.1_240	1074	807.359	0	0
lcl|NW_022170249.1_mrna_XM_031472404.1_241	1625	1358.36	0	0
lcl|NW_022170249.1_mrna_XM_031472402.1_242	1726	1459.36	0	0
lcl|NW_022170249.1_mrna_XM_031472403.1_243	1723	1456.36	11.8845	0.186048
lcl|NW_022170249.1_mrna_XM_031472405.1_244	2800	2533.36	1	0.00899943
lcl|NW_022170249.1_mrna_XM_031472924.1_245	707	440.466	0	0
lcl|NW_022170249.1_mrna_XM_031472571.1_246	910	643.375	0	0
lcl|NW_022170249.1_mrna_XM_031472569.1_247	3000	2733.36	61.578	0.513618
lcl|NW_022170249.1_mrna_XM_031472931.1_248	1759	1492.36	0	0
lcl|NW_022170249.1_mrna_XM_031472570.1_249	1358	1091.36	0	0
lcl|NW_022170249.1_mrna_XM_031482968.1_250	2655	2388.36	187	1.78507
lcl|NW_022170249.1_mrna_XM_031471818.1_251	777	510.433	33.5	1.4963
lcl|NW_022170249.1_mrna_XM_031492316.1_252	876	609.406	4	0.149646
lcl|NW_022170249.1_mrna_XM_031492307.1_253	784	517.42	3.60674	0.158922
lcl|NW_022170249.1_ncrna_XR_004146123.1_254	1673	1406.36	14	0.226957
lcl|NW_022170249.1_ncrna_XR_004146122.1_255	1679	1412.36	0	0
lcl|NW_022170249.1_ncrna_XR_004146120.1_256	1727	1460.36	0	0
lcl|NW_022170249.1_mrna_XM_031492296.1_257	784	517.42	3.60674	0.158922
lcl|NW_022170249.1_ncrna_XR_004146129.1_258	1475	1208.36	0	0
lcl|NW_022170249.1_ncrna_XR_004146126.1_259	1481	1214.36	0	0
lcl|NW_022170249.1_ncrna_XR_004146124.1_260	1529	1262.36	0	0
lcl|NW_022170249.1_mrna_XM_031472983.1_261	724	457.433	86.8304	4.32769
lcl|NW_022170249.1_mrna_XM_031472994.1_262	351	94.4767	0	0
lcl|NW_022170249.1_ncrna_XR_004143279.1_263	440	175.276	21.2182	2.75992
lcl|NW_022170249.1_ncrna_XR_004143280.1_264	507	241.095	0	0
lcl|NW_022170249.1_miscrna_XR_004143083.1_265	1509	1242.36	2.56236	0.0470224
lcl|NW_022170249.1_mrna_XM_031472987.1_266	987	720.359	92.1589	2.91676
lcl|NW_022170249.1_miscrna_XR_004143084.1_267	1288	1021.36	0	0
lcl|NW_022170249.1_ncrna_XR_004143087.1_268	1110	843.359	1.42215	0.0384454
lcl|NW_022170249.1_ncrna_XR_004143086.1_269	1189	922.359	2.74504	0.0678518
lcl|NW_022170249.1_ncrna_XR_004143085.1_270	1232	965.359	0	0
lcl|NW_022170249.1_mrna_XM_031472949.1_271	1725	1458.36	71.6175	1.11961
lcl|NW_022170249.1_mrna_XM_031482353.1_272	1328	1061.36	0	0
lcl|NW_022170249.1_mrna_XM_031482362.1_273	1178	911.359	0	0
lcl|NW_022170249.1_mrna_XM_031473008.1_274	1085	818.359	0	0
lcl|NW_022170249.1_mrna_XM_031473017.1_275	1572	1305.36	2	0.0349311
lcl|NW_022170249.1_mrna_XM_031473023.1_276	1797	1530.36	30	0.44693
lcl|NW_022170249.1_ncrna_XR_004145559.1_277	120	27.8997	0	0
lcl|NW_022170249.1_mrna_XM_031473086.1_278	1485	1218.36	1.5	0.0280691
lcl|NW_022170249.1_ncrna_XR_004144604.1_279	771	504.433	12.6483	0.571666
lcl|NW_022170249.1_ncrna_XR_004144605.1_280	823	556.42	23.6761	0.970104
lcl|NW_022170249.1_mrna_XM_031471426.1_281	848	581.406	7	0.274492
lcl|NW_022170249.1_mrna_XM_031473094.1_282	750	483.433	0	0
lcl|NW_022170249.1_mrna_XM_031473099.1_283	753	486.433	1	0.0468693
lcl|NW_022170249.1_mrna_XM_031473131.1_284	833	566.42	0.5	0.0201253
lcl|NW_022170249.1_mrna_XM_031503435.1_285	3185	2918.36	30.7862	0.240508
lcl|NW_022170249.1_mrna_XM_031503449.1_286	3094	2827.36	0	0
lcl|NW_022170249.1_mrna_XM_031503444.1_287	3100	2833.36	0	0
lcl|NW_022170249.1_mrna_XM_031503430.1_288	3180	2913.36	285.001	2.2303
lcl|NW_022170249.1_mrna_XM_031503416.1_289	3183	2916.36	0	0
lcl|NW_022170249.1_mrna_XM_031503421.1_290	1990	1723.36	1193.18	15.7849
lcl|NW_022170249.1_mrna_XM_031473159.1_291	669	402.487	4	0.226579
lcl|NW_022170249.1_mrna_XM_031473176.1_292	1068	801.359	0	0
lcl|NW_022170249.1_mrna_XM_031503559.1_293	1615	1348.36	0	0
lcl|NW_022170249.1_mrna_XM_031503574.1_294	1567	1300.36	12.7163	0.222951
lcl|NW_022170249.1_mrna_XM_031503568.1_295	1529	1262.36	0	0
lcl|NW_022170249.1_mrna_XM_031503522.1_296	1446	1179.36	2095.91	40.5171
lcl|NW_022170249.1_mrna_XM_031473186.1_297	2418	2151.36	0	0
lcl|NW_022170249.1_mrna_XM_031473193.1_298	1647	1380.36	0	0
lcl|NW_022170249.1_mrna_XM_031473205.1_299	1281	1014.36	7	0.157332
lcl|NW_022170249.1_mrna_XM_031503593.1_300	1164	897.359	0	0
lcl|NW_022170249.1_mrna_XM_031503636.1_301	1255	988.359	2	0.0461346
lcl|NW_022170249.1_mrna_XM_031503457.1_302	1989	1722.36	0	0
lcl|NW_022170249.1_mrna_XM_031503335.1_303	3654	3387.36	0	0
lcl|NW_022170249.1_mrna_XM_031503342.1_304	3654	3387.36	0	0
lcl|NW_022170249.1_mrna_XM_031473215.1_305	1697	1430.36	5.53297e-07	8.81911e-09
lcl|NW_022170249.1_ncrna_XR_004142759.1_306	397	134.259	3.5	0.594341
lcl|NW_022170249.1_mrna_XM_031503394.1_307	2120	1853.36	20.3155	0.249908
lcl|NW_022170249.1_mrna_XM_031473228.1_308	1857	1590.36	0	0
lcl|NW_022170249.1_mrna_XM_031503403.1_309	2567	2300.36	0	0
lcl|NW_022170249.1_mrna_XM_031473245.1_310	2298	2031.36	0	0
lcl|NW_022170249.1_mrna_XM_031473257.1_311	1621	1354.36	2.30933	0.0388744
lcl|NW_022170249.1_ncrna_XR_004142760.1_312	382	120.609	1.95336	0.369246
lcl|NW_022170249.1_mrna_XM_031503478.1_313	2088	1821.36	0	0
lcl|NW_022170249.1_mrna_XM_031503640.1_314	1343	1076.36	0	0
lcl|NW_022170249.1_mrna_XM_031503616.1_315	940	673.359	0	0
lcl|NW_022170249.1_mrna_XM_031503628.1_316	882	615.391	0	0
lcl|NW_022170249.1_mrna_XM_031503623.1_317	962	695.359	9.72365	0.31881
lcl|NW_022170249.1_mrna_XM_031503633.1_318	1136	869.359	4.08106e-05	1.07025e-06
lcl|NW_022170249.1_mrna_XM_031503635.1_319	876	609.406	10	0.374115
lcl|NW_022170249.1_mrna_XM_031503634.1_320	853	586.406	0	0
lcl|NW_022170249.1_mrna_XM_031503326.1_321	1959	1692.36	758	10.2115
lcl|NW_022170249.1_mrna_XM_031503312.1_322	4712	4445.36	2422.63	12.4249
lcl|NW_022170249.1_mrna_XM_031503320.1_323	4638	4371.36	173.368	0.904202
lcl|NW_022170249.1_mrna_XM_031503490.1_324	1693	1426.36	33.8095	0.540408
lcl|NW_022170249.1_mrna_XM_031503486.1_325	1695	1428.36	577.191	9.21284
lcl|NW_022170249.1_mrna_XM_031503466.1_326	1909	1642.36	937	13.0072
lcl|NW_022170249.1_mrna_XM_031503547.1_327	1402	1135.36	5240	105.223
lcl|NW_022170249.1_mrna_XM_031473298.1_328	558	291.693	146	11.4114
